title,word,meaning
Imperatives 1,הצג,present!
Imperatives 1,החלט,decide!
Imperatives 1,החלף,change!
Imperatives 1,הזכר,remind!
Imperatives 1,התקלח,take a shower!
Imperatives 1,הסתכל,look!
Imperatives 1,התקרב,come closer!
Imperatives 1,התחבא,hide!
Imperatives 1,התחבר,connect!
Imperatives 1,הצטרף,join!
Imperatives 1,התעלם,ignore!
Imperatives 1,התפלל,pray!
Imperatives 1,התכונן,get prepared!
Imperatives 1,הסתפר,cut your hair!
Imperatives 1,השתמש,use!
Future 1,אהיה,I will be
Future 1,תהיה,you/she will be
Future 1,תהיי,you will be
Future 1,נהיה,we will be
Future 1,תהיו,you will be
Future 1,יהיו,they will be
Future 1,תהיינה,you/they will be
Future 1,יהיה,he will be
Future 1,יאכל,will eat
Future 1,ישתה,will drink
Future 1,יכתוב,will write
Future 1,ישחה,will swim
Future 1,יראה,will see
Future 1,ישמע,will hear
Future 1,יעשה,will do
Future 1,יחשוב,will think
Future 1,יאהב,will love
Future 1,יתן,will give
Future 1,ילך,will go
Future 1,יעמוד,will stand
Future 1,ישלם,will pay
Future 1,יפספס,will miss
Future 1,ישנה,will change
Future 1,ינסה,will try
Future 1,יבחר,will choose/elect
Future 1,ידבר,will talk/speak
Future 1,יחפש,will search/look for
Future 1,יבקר,will visit
Future 1,יאשר,will approve/authorize
Future 1,יקשיב,will listen
Future 1,יתחיל,will start/begin
Future 1,יגיע,will arrive
Future 1,יסביר,will explain
Future 1,יַראה,will show
Future 1,יגיד,will say/tell
Future 1,יזמין,will invite
Future 1,יזכיר,will remind
Future 1,יחליט,will decide
Future 1,יבין,will understand
Future 1,יסכים,will agree
Future 1,ישלח,will send
Future 1,יסתכל,will look
Future 1,ישתמש,will use
Future 1,יתקשר,will call (phone)
Future 1,יתקרב,will come closer
Future 1,יתגעגע,will miss (feeling)
Future 1,ישתנה,will change
Future 1,יצטרף,will join
Future 1,יתקלח,will shower
Future 1,יתנצל,will apologize
Future 1,יתעלם,will ignore
Future 1,יתכונן,will prepare
Future 1,יתחבר,will connect
Future 1,יבוא,will come
Passive,רצוי,"wanted, desirable"
Passive,שבור,broken
Passive,אהוב,loved
Passive,כתוב,written
Passive,אכול,eaten
Passive,עשוי,made
Passive,קשור,"tied, related, connected"
Passive,נגוע,infected (passive)
Passive,ידוע,known (passive)
Passive,קנוי,bought (passive)
Passive,שמור,saved (passive)
Passive,חתוך,cut (passive)
Passive,צפוי,"anticipated, expected (pass.)"
Passive,זכור,recalled (passive)
Passive,מבושל,cooked (passive)
Passive,מנוסה,experienced (passive)
Passive,מדובר,discussed (passive)
Passive,מעורבב,mixed (pass.)
Passive,מבוזבז,wasted (passive)
Passive,משונה,"strange, peculiar (passive)"
Passive,ממולא,"filled, stuffed (passive)"
Passive,משוכנע,convinced (passive)
Passive,מסודר,organized (passive)
Passive,משותף,"joined, communal (passive)"
Passive,מסוים,"particular, specific (passive)"
Passive,מקובל,accepted (passive)
Passive,מורכב,composed (passive)
Passive,מוזמן,invited (passive)
Passive,מוצלח,successful (passive)
Passive,מוחלף,replaced (passive)
Passive,מובן,understandable (passive)
Passive,מוחלט,"definitive, total (passive)"
Passive,מוסבר,explained (passive)
Passive,מוגבל,restricted (passive)
Passive,מושפע,influenced (passive)
Passive,מודאג,worried (passive)
Passive,מותאם,"compatible, adjusted (passive)"
Nif'al,נראה,seen
Nif'al,נכשל,failed
Nif'al,נגמר,finished
Nif'al,נכנס,entered
Nif'al,נשמע,was heard
Nif'al,נסגר,was closed
Nif'al,נפתח,was opened
Nif'al,נאכל,was eaten
Nif'al,נכתב,was written
Nif'al,נגרם,was caused
Nif'al,נקרא,was read
Nif'al,נפגש,met
Nif'al,נשאל,was asked
Nif'al,נעשה,was done
Nif'al,ניתן,was given
Nif'al,נעלם,disappeared
Nif'al,נפרד,"separated, broke up"
Nif'al,נשרף,was burnt
Nif'al,נשלח,was sent
Nif'al,נפגע,was hurt
Nif'al,נאמר,was said
Nif'al,נשאר,stayed
Nif'al,נהנה,"enjoyed, had fun"
Imperatives 2,אכול,eat!
Imperatives 2,סגור,close!
Imperatives 2,חזור,return!
Imperatives 2,חתוך,cut!
Imperatives 2,עמוד,stand!
Imperatives 2,כָּבֵּד,respect! / honor!
Imperatives 2,בקר,visit!
Imperatives 2,שבוֹר,break!
Imperatives 2,לבש,wear!
Imperatives 2,שְאל,ask!
Imperatives 2,ספּר,tell!
Imperatives 2,ענֵה,answer!
Imperatives 2,הישאר,stay!
Imperatives 2,היכנס,enter!
Imperatives 2,היפגש,meet!
Past 2,התחבא,hid
Past 2,התפוצץ,exploded
Past 2,התחתן,got married
Past 2,התיעץ,consulted
Past 2,התלונן,complained
Past 2,התנצל,apologized
Past 2,התפשט,got undressed
Past 2,התקשר,called (phone)
Past 2,התרחץ,washed (himself)
Past 2,השתכר,got drunk
Past 2,הפסיק,stopped
Past 2,התאושש,recovered
Past 2,התחנן,begged
Past 2,התפלל,prayed
Past 2,התעלם,ignored
Past 2,התגלח,shaved (himself)
Past 2,התנדב,volunteered
Past 2,התעלל,abused
Past 2,המשיך,continued
Past 2,קיבל,received
Past 2,ירד,went down
Feelings,משועמם,bored
Feelings,מדוכא,depressed
Feelings,מאושר,happy
Feelings,נשיקה,kiss
Feelings,מאוהב,in love
Feelings,מופתע,surprised
Feelings,דוחה,repulsive
Feelings,אופטימי,optimistic
Feelings,פסימי,pessimistic
Feelings,מביך,embarrassing
Feelings,רגש,emotion
Feelings,רגוע,calm
Feelings,הלם,shock
Feelings,להצטער,to be sorry
Feelings,להיעלב,to be offended
Feelings,לנשק,to kiss
Feelings,לחבק,to hug
Feelings,לנחם,to comfort
Feelings,מבולבל,confused
Feelings,חסר-אונים,helpless
Feelings,עוין,hostile
Feelings,שובב,"naughty, cheeky"
Feelings,פגוע,offended
Feelings,דחוי,rejected
Feelings,ביישן,shy
Feelings,רגיש,"sensitive, emotional"
Feelings,בודד,lonely
Feelings,לבכות,to cry
Feelings,להתלהב,to be enthusiastic
Feelings,להעריץ,to adore
Feelings,דמעה,tear
Feelings,אושר,happiness
Abstract Objects 2,כבוד,"honor, respect"
Abstract Objects 2,תועלת,value
Abstract Objects 2,מאמץ,effort
Abstract Objects 2,תשומת לב,attention
Abstract Objects 2,אופי,character
Abstract Objects 2,רשות,permission
Abstract Objects 2,מציאות,reality
Abstract Objects 2,התנהגות,behavior
Abstract Objects 2,מקור,source
Abstract Objects 2,כיוון,direction
Abstract Objects 2,סוד,secret
Abstract Objects 2,ניסיון,experience
Abstract Objects 2,נזק,damage
Abstract Objects 2,חתימה,signature
Abstract Objects 2,סמל,"symbol, icon"
Abstract Objects 2,עמדה,position
Abstract Objects 2,כוח,"power, strength"
Abstract Objects 2,אחריות,responsibility
Abstract Objects 2,ספק,doubt
Abstract Objects 2,פחד,fear
Abstract Objects 2,הומור,humor
Abstract Objects 2,גישה,"approach, attitude"
Abstract Objects 2,מסורת,tradition
Abstract Objects 2,שנאה,hatred
Abstract Objects 2,סכנה,danger
Abstract Objects 2,ביטוי,expression
Abstract Objects 2,רצח,murder
Abstract Objects 2,הנאה,enjoyment
Abstract Objects 2,חיוך,smile
Abstract Objects 2,צל,shadow
Abstract Objects 2,הפתעה,surprise
Abstract Objects 2,זיכרון,memory
Abstract Objects 2,הפסד,loss
Abstract Objects 2,ניצחון,victory
Abstract Objects 2,נפילה,fall
Abstract Objects 2,אמת,truth
Abstract Objects 2,שקר,lie
Abstract Objects 2,חוש,sense
Abstract Objects 2,טובה,favor
Abstract Objects 2,תכונה,trait
Abstract Objects 2,תשוקה,desire
Abstract Objects 2,הבדל,difference
Abstract Objects 2,בסיס,basis
Abstract Objects 2,יופי,beauty
Abstract Objects 2,זהות,identity
Abstract Objects 2,חשיבות,importance
Abstract Objects 2,מזל,luck
Abstract Objects 2,עדיפות,priority
Construct State 2,ראש-ממשלה,prime minister
Construct State 2,חגורת-בטיחות,"safety belt, seat belt"
Construct State 2,תולעת-ספרים,book worm
Construct State 2,הפסקת-אוכל,"lunch break, ""food"" break"
Construct State 2,כלי-נשק,weapon
Construct State 2,שטיפת-מוח,brainwash
Construct State 2,שומר-ראש,bodyguard
Construct State 2,פסק-זמן,timeout
Construct State 2,נהג-מונית,taxi driver
Construct State 2,מגדל-שמירה,watch tower
Construct State 2,שעון-עצר,stopwatch
Construct State 2,פניית-פרסה,U-turn
Construct State 2,בית-מלאכה,workshop
Construct State 2,אוצר-מילים,vocabulary
Construct State 2,מברשת-שיניים,toothbrush
Construct State 2,ארגז-כלים,toolbox
Construct State 2,משחת-שיניים,toothpaste
Construct State 2,סכין-גילוח,(shaving) razor
Construct State 2,תיבת-דואר,mailbox
Construct State 2,עוגת יום-הולדת,birthday cake
Construct State 2,משרד ראש-הממשלה,the PM's office
Construct State 2,חלון חדר-האורחים,the window of the guest room
Medical,יד,hand
Medical,עין,eye
Medical,זרוע,arm
Medical,אצבע,finger
Medical,ראש,head
Medical,אוזן,ear
Medical,לב,heart
Medical,חזה,"chest, breast"
Medical,כף-יד,palm (and back of hand)
Medical,בטן,abdomen
Medical,צוואר,neck
Medical,שיער,hair
Medical,מרפק,elbow
Medical,פנים,face
Medical,עור,skin
Medical,גב,back (body part)
Medical,לשון,tongue
Medical,גוף,body
Medical,מוח,brain
Medical,פה,mouth
Medical,שן,tooth
Medical,רגל,leg
Medical,עצם,bone
Medical,אף,nose
Medical,כף-רגל,foot
Medical,ברך,knee
Medical,כתף,shoulder
Medical,שריר,muscle
Medical,מטופל,patient
Medical,מחלה,disease
Medical,חולה,sick
Medical,וירוס,virus
Medical,גולגולת,skull
Medical,איבר,organ
Medical,תרופה,medicine
Medical,חלום,dream
Medical,אחות,nurse
Medical,כאב,pain
Medical,טיפול,treatment
Medical,דם,blood
Medical,שפה,"lip, language"
Medical,מרפאה,clinic
Medical,לחץ,pressure
Medical,רפואה,medicine (field)
Medical,הריון,pregnancy
Medical,סם,drug
Medical,בריאות,health
Medical,דיאטה,diet
Medical,לידה,birth
Medical,סרטן,cancer
Medical,ניתוח,"surgery, operation"
Religion,דתי,religious
Religion,דת,religion
Religion,אלוהים,God
Religion,אמונה,"faith, belief"
Religion,רוחני,spiritual
Religion,יהודי,"Jewish (adj), Jew (noun)"
Religion,חילוני,secular
Religion,נוצרי,Christian
Religion,מוסלמי,Muslim
Religion,בודהיסטי,Buddhist
Religion,מלאך,angel
Religion,אל,God
Religion,תפילה,prayer
Religion,קדוש,holy
Religion,אסלאם,Islam
Religion,נצרות,Christianity
Religion,מקדש,temple
Religion,נשמה,soul
Religion,יהדות,Judaism
Religion,משיח,"Messiah, Mashiach"
Religion,כיפת הסלע,Dome of the Rock
Religion,הר הבית,Temple Mount
Religion,מסגד אל-אקצא,Al-Aqsa Mosque
Religion,כנסיית הקבר,The Church of the Holy Sepulchre/the Resurrection
Religion,הר ציון,Mount Zion
Religion,מערת המכפלה,Cave of the Patriarchs/of Machpelah
Religion,הר הזיתים,Mount Olives
Religion,הכותל המערבי,"the Western Wall, the Kotel"
Arts,מצלמה,camera
Arts,אמנות,art
Arts,סגנון,style
Arts,דמות,"character, figure"
Arts,צילום,photography
Arts,צלם,photographer
Arts,ריקוד,dance (noun)
Arts,ספרות,literature
Arts,רקדן,dancer
Arts,אופנה,fashion
Arts,שירה,poetry
Arts,קהל,"audience, crowd"
Arts,גלריה,gallery
Arts,אוסף,collection
Arts,איור,illustration
Arts,מכחול,paintbrush
Arts,ציור,painting
Arts,תיאטרון,"theater, theatre"
Arts,סטודיו,studio
Arts,פסל,sculpture
Arts,הצגה,"show (in theater), performance"
Arts,במה,"stage, platform"
Arts,מפיק,producer
Arts,תסריט,script
Arts,אולפן,studio
Arts,פסקול,soundtrack
Arts,אפקט,effect
Arts,סרט,film
Technology and Communication,חיפוש,search
Technology and Communication,אתר,"site, website"
Technology and Communication,עמוד-בית,homepage
Technology and Communication,אינטרנט,Internet
Technology and Communication,דפדפן,browser
Technology and Communication,סיסמא,password
Technology and Communication,נתונים,data
Technology and Communication,מקלדת,keyboard
Technology and Communication,באג,bug
Technology and Communication,מתכנת,programmer
Technology and Communication,חומרה,hardware
Technology and Communication,תוכנה,software
Technology and Communication,מחשב נייד,laptop
Technology and Communication,קובץ,file
Technology and Communication,מייל,e-mail
Technology and Communication,להוריד,to download
Technology and Communication,רשת,network
Technology and Communication,להעלות,to upload
Technology and Communication,בלוג,blog
Technology and Communication,הורדה,download (noun)
Technology and Communication,העלאה,upload (noun)
Technology and Communication,ערוץ,channel
Technology and Communication,הודעה,message
Technology and Communication,תקשורת,"communication, media"
Technology and Communication,חדשות,news
Technology and Communication,מידע,information
Technology and Communication,טקסט,text
Technology and Communication,שלט,remote (controller)
Technology and Communication,לכבות,to turn off
Technology and Communication,ללחוץ,"to press, to squeeze"
Technology and Communication,רובוט,robot
Technology and Communication,להדליק,to turn on
Technology and Communication,בול,stamp
Technology and Communication,גלויה,postcard
Science,מחקר,research
Science,טכנולוגיה,technology
Science,מדע,science
Science,פרויקט,project
Science,שיטה,"system, method"
Science,תזה,thesis
Science,אנרגיה,energy
Science,גודל,size
Science,מרחק,distance
Science,מהירות,"speed, velocity"
Science,דגימה,sample
Science,משקל,weight
Science,מהדורה,edition
Science,הפצה,distribution
Science,מסה,mass
Science,ניסוי,experiment
Science,מאמר,article
Science,הגדרה,definition
Science,עיקרון,principle
Science,מעבדה,lab
Science,מד-חום,thermometer
Science,נוסחה,"formula, equation"
Science,מחצב,mineral
Science,איכות,quality
Science,גנטיקה,genetics
Science,גיאוגרפיה,geography
Science,ביולוגיה,biology
Science,כימיה,chemistery
Science,פיזיקה,physics
Science,פילוסופיה,philosophy
Science,חקירה,investigation
Science,חשמלי,electric
Science,מחזור,cycle
Science,מדען,scientist
Science,תא,cell
Science,תגלית,discovery
Science,סיבה,"reason, motive"
Science,כוח-משיכה,gravity
Science,תאוריה,theory
Science,עובדה,fact
Science,להגביר,to increase
Science,להנמיך,to decrease
Science,טון,"ton, tonne"
Science,קילוגרם,kilogram
Science,גרם,gram
Science,אלכוהול,alcohol
Music,כינור,violin
Music,להקה,band
Music,זמר,singer
Music,שיר,song
Music,גיטרה,guitar
Music,לנגן,to play (an instrument)
Music,מוזיקה,music
Music,חליל,flute
Music,כלי-נגינה,(musical) instrument
Music,תוף,drum
Music,פסנתר,piano
Music,סינתיסייזר,synthesizer
Music,נבל,harp
Music,ז'אנר,genre
Music,הופעה,show
Music,קונצרט,concert
Music,נגן,(music) player
Music,מלחין,composer
Music,יצירה,"creation, musical piece"
Music,פזמון,chorus
Music,בית,stanza
Music,להלחין,to compose
Music,גיטריסט,guitarist
Music,אקורד,chord
Music,מתופף,drummer
Music,כנר,violinist
Music,חצוצרה,trumpet
Music,מיקרופון,microphone
Music,רמקול,speaker (music)
Music,הד,echo
Music,מנגינה,tune
Music,מפוחית,harmonica
Music,לכוון,to tune (instrument)
Music,מנצח,conductor
Music,סולם,scale (music)
Music,ים-תיכוני,oriental
Music,צליל,"tone, sound"
Sports,כדור,ball
Sports,ספורט,sport
Sports,שחקן,player
Sports,משחק,game
Sports,תחרות,competition
Sports,קבוצה,team
Sports,מחצית,half
Sports,כדורגל,"football, soccer"
Sports,כדורסל,basketball
Sports,נקודה,point
Sports,שער,"goal, gate"
Sports,להבקיע,to score
Sports,איצטדיון,stadium
Sports,תיקו,draw
Sports,מאמן,coach
Sports,מחבט,racket
Sports,אליפות,championship
Sports,כדורעף,volleyball
Sports,אלוף,champion
Sports,מדליה,medal
Sports,שלושער,hat-trick
Sports,מרתון,marathon
Sports,בעיטה,kick
Sports,מכון כושר,gym
Sports,צעד,step
Sports,מגרש,"field, court"
Sports,פנדל,penalty kick
Sports,אוהד,fan (individual)
Sports,חלוץ,striker (football)
Sports,בלם,defender (football)
Sports,שוער,"goalkeeper, goalie"
Sports,עמדה,position
Sports,התקפה,offence
Sports,ליגה,league
Sports,שחייה,swimming
Sports,גביע,"trophy, cup"
Sports,אולימפיאדה,olympics
Sports,אתלט,athlete
Sports,כושר,fitness
Sports,טניס,tennis
Sports,הארכה,overtime
Politics,ביטחון,security
Politics,ממשלה,government
Politics,מס,tax
Politics,מלחמה,war
Politics,נשיא,president
Politics,חוק,law
Politics,זכות,(legal) right
Politics,בטיחות,safety
Politics,המלצה,recommendation
Politics,שלום,peace
Politics,כלכלה,economy
Politics,עירייה,municipality
Politics,מדיניות,policy
Politics,צבא,army
Politics,פשע,crime
Politics,מנהיג,leader
Politics,בחירות,elections
Politics,אסטרטגיה,strategy
Politics,חופש,"freedom, liberty"
Politics,מעצר,arrest (noun)
Politics,קמפיין,campaign
Politics,קונגרס,congress
Politics,נאום,speech
Politics,אלימות,violence
Politics,שחיתות,corruption
Politics,עימות,"confrontation, debate"
Politics,מועמד,candidate
Politics,הכנסת,the Knesset
Politics,פרלמנט,parliament
Politics,שוחד,"bribe, bribery"
Politics,מושל,governor
Politics,חבר-כנסת,MK (member of Knesset)
Politics,שביתה,(workers') strike
Politics,איום,threat
Politics,ראש-עיר,mayor
Politics,עושר,wealth
Politics,אשמה,guilt
Politics,מפלגה,(political) party
Politics,שר,minister
Politics,משרד-האוצר,Ministry of Finance
Politics,משרד-הביטחון,Ministry of Defense
Politics,משרד-המשפטים,Ministry of Justice
Politics,משרד-הפנים,Ministry of Interior
Politics,משרד-החוץ,Ministry of Foreign Affairs
Legends,אגדה,legend
Legends,נסיכה,princess
Legends,ארמון,palace
Legends,דרקון,dragon
Legends,חרב,sword
Legends,נסיך,prince
Legends,מלכה,queen
Legends,ממלכה,kingdom
Legends,חץ,arrow
Legends,מגן,shield
Legends,קשת,bow
Legends,משתה,"feast, banquet"
Legends,אביר,knight
Legends,שיריון,armor
Legends,קסדה,helmet
Legends,לוחם,warrior
Legends,מכשפה,witch
Legends,חומה,wall
Legends,שיקוי,potion
Legends,כישוף,"spell, witchcraft"
Legends,קסם,magic
Legends,קוסם,magician
Legends,שרביט,wand
Legends,מכשף,wizard
Legends,קללה,curse
Legends,משרת,servant
Legends,גיבור,hero
Legends,ערפד,vampire
Legends,זומבי,zombie
Legends,איש-זאב,werewolf
Legends,גולם,golem
Legends,גיבור-על,superhero
Legends,יצור,creature
Legends,מפלצת,monster
Business,כסף,money
Business,דולר,dollar
Business,לעלות,to go up
Business,חוב,debt
Business,השקעה,investment
Business,ביטוח,insurance
Business,שקל,Shekel
Business,כרטיס,ticket
Business,עסקים,business
Business,כרטיס אשראי,credit card
Business,זהב,gold
Business,מחיר,price
Business,אגורה,Agora (Israeli currency equiv. to Cent)
Business,מותג,brand
Business,חוזה,contract
Business,אירו,Euro
Business,עסקה,"transaction, deal"
Business,תקציב,budget
Business,עודף,change (monetary)
Business,מטבע,"currency, coin"
Business,מזומן,cash
Business,קידום,promotion
Business,עלות,cost (noun)
Business,ארגון,organization
Business,שטר,"bill, note, deed"
Business,ריאיון,interview
Business,פגישה,meeting
Business,חברה,company
Business,משכורת,"salary, wages"
Business,מנהל,manager
Business,פרסום,advertisement
Business,שווי,"value, worth"
Business,מסחר,commerce
Business,תעשייה,industry
Business,מוצר,product
Business,פרסומת,commercial
Business,בורסה,stock market
Business,סוכן,agent
Business,שער,(exchange) rate
Business,סיכון,risk
Outer Space,חמה,Sun
Outer Space,נגה,Venus
Outer Space,מאדים,Mars
Outer Space,צדק,Jupiter
Outer Space,שבתאי,Saturn
Outer Space,מערכת-שמש,Solar system
Outer Space,גשושית,probe
Outer Space,החלל החיצון,(the) outer space
Outer Space,חללית,spaceship
Outer Space,מעבורת,shuttle
Outer Space,שיגור,launch
Outer Space,אסטרונאוט,astronaut
Outer Space,לוויין,satellite
Outer Space,מסלול,orbit
Outer Space,מטאור,meteor
Outer Space,מכתש,crater
Outer Space,שביל-החלב,(the) milky way
Outer Space,גלקסיה,galaxy
Outer Space,חור שחור,black hole
Outer Space,ליקוי,eclipse
Jewish Festivals,פסח,Passover
Jewish Festivals,ליל-הסדר,Seder night
Jewish Festivals,שבועות,Shavuot
Jewish Festivals,יציאת מצרים,Exodus
Jewish Festivals,מצה,Matzah
Jewish Festivals,חג,holiday
Jewish Festivals,לחגוג,to celebrate
Jewish Festivals,יום כיפור,Yom Kippur
Jewish Festivals,סוכה,"Sukka, Sukkah"
Jewish Festivals,ראש השנה,Rosh Ha'shana
Jewish Festivals,תשעה באב,Tisha Be'av
Jewish Festivals,סוכות,Sukkot
Jewish Festivals,ימים נוראים,High holidays
Jewish Festivals,צום,fast
Jewish Festivals,שמחת תורה,Simchat Torah
Jewish Festivals,אוזן המן,Ozen Haman
Jewish Festivals,חנוכה,Chanukah
Jewish Festivals,סביבון,sevivon
Jewish Festivals,פורים,Purim
Jewish Festivals,חנוכייה,Chanukiya
Jewish Festivals,משלוח מנות,Mishloach Manot
Jewish Festivals,סופגניה,Sufganiya
Jewish Festivals,"ט""ו בשבט",Tu Bi'shvat
Welcome to Israel,עולה חדש,Oleh Chadash
Welcome to Israel,צבר,tzabar
Welcome to Israel,מטקות,matkot
Welcome to Israel,קיבוץ,kibbutz
Welcome to Israel,אולפן,ulpan
Welcome to Israel,עלייה,aliyah
Welcome to Israel,על האש,al-ha'esh
Welcome to Israel,פלאפל,falafel
Welcome to Israel,חומוס,hummus
Welcome to Israel,פיתה,pita
Welcome to Israel,יום העצמאות,Yom Ha'atzmaut (Independence Day)
Welcome to Israel,מוזיקה מזרחית,oriental music
Welcome to Israel,בלאגן,mess
Welcome to Israel,כנרת,Kineret
Welcome to Israel,מצדה,"Metzada, Massada"
Welcome to Israel,אילת,Eilat
Welcome to Israel,חיפה,Haifa
Welcome to Israel,ים המלח,The Dead Sea
Welcome to Israel,נגב,Negev
Welcome to Israel,הים האדום,"The Red Sea, Yam Suf"
Welcome to Israel,במבה,Bamba
Welcome to Israel,ביסלי,Bissli
Welcome to Israel,עגבניית שרי,cherry tomato
Welcome to Israel,שקשוקה,shakshuka
Welcome to Israel,קיסריה,"Kesarya, Caesarea"
Welcome to Israel,טבריה,"Tverya, Tiberias"
Welcome to Israel,באר שבע,"Be'er Sheva, Beer Sheba"
